date,biogas_yield_m3,temperature_C,pH,organic_loading_kgVS_m3d
2023-01-01,514.901424590337,36.598779528114164,7.058753576529305,3.4838566839782836
2023-01-02,497.57340658044797,37.25851919412209,6.7064881667154905,3.5331767864144683
2023-01-03,522.8728173052954,37.081435624027286,7.122475826714341,3.1352380999656413
2023-01-04,550.8528624145661,37.20091543299534,6.489224918728648,3.7355297665743232
2023-01-05,499.8556414385319,36.36459506974918,7.308746691197693,3.6388842456596313
2023-01-06,501.57237116526926,37.196439771733836,7.141779244723913,3.7864261108053956
2023-01-07,557.6865542099652,37.70420168614032,7.076808920294162,3.0247047697701417
2023-01-08,535.0438463645226,38.691559697593746,7.294807295183654,4.038635888755979
2023-01-09,499.6436456332779,38.23382837031174,7.499642333338773,3.609900752277465
2023-01-10,531.707683374007,39.461800098840115,7.304311019505439,3.876145060534977
2023-01-11,503.22678363377383,36.575238725474904,6.447737730600506,3.463028886237728
2023-01-12,504.8507783772167,38.24877405640717,6.61612690997929,3.80985807772047
2023-01-13,527.769318133843,37.59355100547559,6.812554426691296,3.492685208903169
2023-01-14,464.7937439606826,39.633645959226,7.00782731506325,3.5944317812553774
2023-01-15,472.11974162520403,36.66904724665675,7.155297706140737,4.117542052166303
2023-01-16,508.6667036343895,36.670984748051595,6.782276856053961,3.7118635198473307
2023-01-17,496.81088214337785,36.94452366962419,7.056030029343123,3.808446206752547
2023-01-18,538.2756632659191,35.453069141451415,6.773385120294003,3.9536099978731243
2023-01-19,503.25140019999253,37.08408742763182,6.816544659102416,3.8930290037407578
2023-01-20,489.7578551291777,36.88340666183103,6.578001670945533,3.8379145186915444
2023-01-21,577.721753027058,37.825439585664434,6.723030026166729,3.894386005336515
2023-01-22,528.5943232030411,38.0491082201299,6.5944946183151,4.315248420227084
2023-01-23,538.998300429705,39.61561992499723,6.7072380241068,3.8358054258227816
2023-01-24,495.82389503795696,38.721750650673265,7.3160925389823515,3.899889709512319
2023-01-25,523.8173171848418,37.22607232274954,6.715180333350417,4.08170329194022
2023-01-26,545.0470379525277,36.93597253387628,7.7897146194512175,4.1041274081510855
2023-01-27,508.74775193237406,38.357470356607365,7.147995370264267,4.131411437915437
2023-01-28,556.0938747244112,36.57622547646018,7.055450837108462,4.032254541593311
2023-01-29,528.335866392721,39.75855930766005,6.742492665945636,3.6859178037314244
2023-01-30,539.1225715177806,39.13690780095286,7.210092963822698,4.250710354538432
2023-01-31,531.3263566491158,37.51837544821525,6.827308652128668,3.7037436232884815
2023-02-01,606.4354399204785,36.304207358613326,7.036602944393608,4.00200088947727
2023-02-02,551.9366439944171,39.40070358889651,7.768025361480638,3.7985418531457116
2023-02-03,522.069189285153,37.96147049782398,6.971182030082605,3.943945059502702
2023-02-04,579.9198786798577,39.3426869383087,7.344781997885702,4.02934440934409
2023-02-05,520.0448661299811,36.53897585378787,6.789047072462234,4.034117753483009
2023-02-06,564.3459351955228,37.56222552395383,6.9895034528509115,4.0599124089946335
2023-02-07,500.68256497968304,38.19469707363971,7.531240190690653,4.303373101780889
2023-02-08,521.0021055445596,38.263934333994996,6.81190988266367,4.075854723440794
2023-02-09,568.1105119201604,37.79402802540249,7.5437345673990785,3.940242473308773
2023-02-10,585.69722748888,38.89371453412785,7.212325580636643,4.185221310163776
2023-02-11,570.0040045391972,37.22963869268737,6.83125996723172,4.233028132155713
2023-02-12,562.6940133525807,38.18088975146326,7.189722321716657,3.751739384656738
2023-02-13,558.4112510156158,38.46918286937779,7.291766334888019,4.118262039099884
2023-02-14,524.3496170113439,38.88854436850608,7.186542988665159,4.139929961971728
2023-02-15,548.3505064533234,39.110531532192184,6.528932584032863,3.9404872993280016
2023-02-16,557.3464990993838,37.29867115272568,6.78185884725254,4.274836776171872
2023-02-17,604.0780706161587,36.913173905856205,6.925744409334548,3.968770907723407
2023-02-18,583.8502509834524,39.74851086782648,6.977669971269986,4.022376238378445
2023-02-19,521.8060041087734,38.8262581873727,7.186201629265203,3.960519669514011
2023-02-20,585.5530999297001,37.76812508040057,7.053310300279976,3.9955196860223974
2023-02-21,565.3890142759043,40.0899816292904,6.59939669238697,3.7698187829878624
2023-02-22,557.7219250978987,38.67626633643441,7.114059355301789,3.6971376866191394
2023-02-23,597.4448543409037,39.76118849757738,7.183175723585147,4.299531860614154
2023-02-24,611.0660944923461,38.670240657759464,7.167937134379312,3.8061359884839114
2023-02-25,609.0923094742221,40.68382604289671,7.324234217666387,3.771567840501693
2023-02-26,556.9711296335622,40.39829394904803,7.250176646364671,3.5329139045626508
2023-02-27,573.8406913610444,38.41337710425254,7.137754023768531,3.8289803792834003
2023-02-28,593.9997435055548,39.65280776222332,6.978950286562406,3.6847790644680836
2023-03-01,614.2480629664235,39.3450101326402,6.501711719945202,4.269876828456737
2023-03-02,571.5011686922215,40.08615947408395,7.128885465739776,4.134976119760746
2023-03-03,581.1758661730453,37.76998924887909,7.062306306148933,3.7863939790426686
2023-03-04,554.3991212942434,39.43783487028693,7.081473651158612,4.365005947346383
2023-03-05,552.5205522719162,39.82655950673632,6.616975427253907,4.100861594585792
2023-03-06,613.5739093177808,37.02522320649598,6.675683037877521,3.8290391001016366
2023-03-07,630.650287822349,37.61600322663871,7.315945855999871,3.3831410785847744
2023-03-08,588.5410776328536,36.77479544784517,6.9881334538430036,4.329760927256846
2023-03-09,621.5187857552941,38.55884914192611,7.204450209211787,3.5817554068166064
2023-03-10,602.9462095230925,39.559484831229234,7.008495512839138,3.51824943583812
2023-03-11,573.4005757197659,40.357440419254424,7.008926841848724,4.0390793895813575
2023-03-12,604.225591047545,38.941769238065625,7.2814851417928,4.309344286111124
2023-03-13,640.1267027881686,40.508327661455084,6.845186581534787,4.0846853013649325
2023-03-14,593.4848575694157,37.511091316639394,7.028836233082295,3.9066744501567086
2023-03-15,642.0449613039356,37.198730593235155,6.8613174133884876,3.8985473200684306
2023-03-16,517.0311295364983,38.856921954287195,6.869651131770305,3.935642743872664
2023-03-17,620.7700535184869,39.306325016683914,6.907248362959408,3.901785717957353
2023-03-18,599.1854058126306,38.89878512721562,7.0666401314901135,3.7909740661868208
2023-03-19,588.0361716711747,36.87268574366314,6.856375413500957,3.7400257941849135
2023-03-20,600.1628688133071,38.85908087083205,7.376726837672056,3.6908496959579957
2023-03-21,538.1577667125389,37.65122718250646,6.731617809334149,3.536510378934621
2023-03-22,591.5404903920355,39.63228548937325,6.943938506751592,3.61487505628948
2023-03-23,609.1607588205617,39.335545879601035,6.868080682517747,3.3159171343483966
2023-03-24,643.0717655816441,38.034819098460616,7.43409336530612,3.6181507525495498
2023-03-25,583.4451429605259,38.46599807283801,7.058966432953472,3.4232427263696503
2023-03-26,574.9674128549976,37.925230896946914,7.309553361840591,3.3832379819657254
2023-03-27,584.369079381859,38.925756716514734,6.5543318880889085,3.622802919064161
2023-03-28,627.0539631457801,39.946980312795596,7.080115079760778,3.847987007748953
2023-03-29,609.5950306006062,38.00892389988077,7.266889238687031,3.7359275528342897
2023-03-30,583.9507360025452,39.50091735782897,7.024685196782627,3.2207781161474274
2023-03-31,615.323024117369,38.46824240410693,7.3196441125196055,3.319524121037183
2023-04-01,602.8891766784303,38.20666417169743,6.844813464969889,3.6881542375976433
2023-04-02,629.0584236896057,38.892951119517825,7.4228042320556735,3.2860527729410878
2023-04-03,578.9300730491532,37.9645909948901,7.689669437085775,3.4201951331285327
2023-04-04,590.1247636708026,38.44544325602754,6.891148431868102,3.557746188171084
2023-04-05,588.1247269645387,37.79988153858122,6.866349243579768,3.2367445585472403
2023-04-06,555.8862676425756,40.960559454647175,7.436015343135311,3.434251012395727
2023-04-07,608.5494984873543,39.02858135548007,7.473871643719214,3.1292390556074796
2023-04-08,607.3421892754665,38.29048511420881,6.8431419918540195,3.2587655234099233
2023-04-09,599.4790886260153,39.20049360926905,6.873943954871243,3.4261377089200082
2023-04-10,592.0737923980911,38.86990007829608,6.915464617341848,3.0268927561061925
2023-04-11,556.4066367617216,38.756385580931465,6.596664846689717,3.4170848759292456
2023-04-12,585.9754553134223,39.58606299997109,6.724404416054741,3.3087691435067077
2023-04-13,588.0112197021951,39.72336081400727,6.69875776997438,3.4071296693455295
2023-04-14,573.8930510879005,38.42872623568045,6.769660730468761,3.325597253418394
2023-04-15,592.7624837132565,38.376202860620054,6.989594533783966,3.538092304601823
2023-04-16,609.3333453673423,38.66918469610648,7.0702644197609565,3.2750449005295814
2023-04-17,653.3793553387223,36.63395440131254,7.4651501478442235,3.149159259658347
2023-04-18,601.58438924137,37.411750034929746,6.700493787778362,3.2448630488710837
2023-04-19,603.5982934204126,40.284309901419114,7.295296719542975,3.314766979661041
2023-04-20,593.1347221900596,40.55232970676217,6.935803346732348,3.201941276402312
2023-04-21,537.2730215422459,38.647687120467964,6.9851608871042705,3.1867245333975065
2023-04-22,593.4806980755657,39.462079249836606,7.202445847649981,3.0250363592592198
2023-04-23,595.495040927774,39.1850128471344,6.663183393531311,3.0200906312603117
2023-04-24,666.9696564783565,41.940328670531194,7.114722923855215,2.859809045470736
2023-04-25,586.6582432758756,39.96815635582076,7.049935662463917,3.478342935898691
